report_name,report_description,filter_name,filter_required,filter_values,filter_is_array,filter_allow_future_periods,filter_is_dependent_filter,filter_dependencies
income_statement_-_budget_vs_actual,"The Income Statement Budget v. Actual, is a financial statement that shows a company's revenue and expenses over a specified period of time. This report will provide a comparison of actual revenues and expenses to what's been budgeted for the period, and provide a variance.",period_type,FALSE,,TRUE,TRUE,NA,
income_statement_-_budget_vs_actual,"The Income Statement Budget v. Actual, is a financial statement that shows a company's revenue and expenses over a specified period of time. This report will provide a comparison of actual revenues and expenses to what's been budgeted for the period, and provide a variance.",accounting_method,TRUE,,FALSE,NA,NA,
income_statement_-_budget_vs_actual,"The Income Statement Budget v. Actual, is a financial statement that shows a company's revenue and expenses over a specified period of time. This report will provide a comparison of actual revenues and expenses to what's been budgeted for the period, and provide a variance.",accounting_method_exception,FALSE,,TRUE,NA,NA,
income_statement_-_budget_vs_actual,"The Income Statement Budget v. Actual, is a financial statement that shows a company's revenue and expenses over a specified period of time. This report will provide a comparison of actual revenues and expenses to what's been budgeted for the period, and provide a variance.",gl_book_ids,FALSE,,TRUE,NA,NA,
income_statement_-_budget_vs_actual,"The Income Statement Budget v. Actual, is a financial statement that shows a company's revenue and expenses over a specified period of time. This report will provide a comparison of actual revenues and expenses to what's been budgeted for the period, and provide a variance.",budget_ids,FALSE,,TRUE,NA,NA,
income_statement_-_budget_vs_actual,"The Income Statement Budget v. Actual, is a financial statement that shows a company's revenue and expenses over a specified period of time. This report will provide a comparison of actual revenues and expenses to what's been budgeted for the period, and provide a variance.",gl_account_numbers,FALSE,,FALSE,NA,NA,
income_statement_-_budget_vs_actual,"The Income Statement Budget v. Actual, is a financial statement that shows a company's revenue and expenses over a specified period of time. This report will provide a comparison of actual revenues and expenses to what's been budgeted for the period, and provide a variance.",consolidated_by,FALSE,,FALSE,NA,NA,
income_statement_-_budget_vs_actual,"The Income Statement Budget v. Actual, is a financial statement that shows a company's revenue and expenses over a specified period of time. This report will provide a comparison of actual revenues and expenses to what's been budgeted for the period, and provide a variance.",summarize_accounts,FALSE,,FALSE,NA,NA,
income_statement_-_budget_vs_actual,"The Income Statement Budget v. Actual, is a financial statement that shows a company's revenue and expenses over a specified period of time. This report will provide a comparison of actual revenues and expenses to what's been budgeted for the period, and provide a variance.",zero_balances,FALSE,,FALSE,NA,NA,
income_statement_-_budget_vs_actual,"The Income Statement Budget v. Actual, is a financial statement that shows a company's revenue and expenses over a specified period of time. This report will provide a comparison of actual revenues and expenses to what's been budgeted for the period, and provide a variance.",show_net_cash_flow_groups,FALSE,,FALSE,NA,NA,
income_statement_-_budget_vs_actual,"The Income Statement Budget v. Actual, is a financial statement that shows a company's revenue and expenses over a specified period of time. This report will provide a comparison of actual revenues and expenses to what's been budgeted for the period, and provide a variance.",begin_end_cash_balances,FALSE,,FALSE,NA,NA,
income_statement_-_budget_vs_actual,"The Income Statement Budget v. Actual, is a financial statement that shows a company's revenue and expenses over a specified period of time. This report will provide a comparison of actual revenues and expenses to what's been budgeted for the period, and provide a variance.",quarter_to_date,FALSE,,FALSE,NA,NA,
income_statement_-_budget_vs_actual,"The Income Statement Budget v. Actual, is a financial statement that shows a company's revenue and expenses over a specified period of time. This report will provide a comparison of actual revenues and expenses to what's been budgeted for the period, and provide a variance.",expand_by_period,FALSE,,FALSE,NA,NA,
income_statement_-_budget_vs_actual,"The Income Statement Budget v. Actual, is a financial statement that shows a company's revenue and expenses over a specified period of time. This report will provide a comparison of actual revenues and expenses to what's been budgeted for the period, and provide a variance.",optional_pending_transactions,FALSE,,TRUE,NA,1,
income_statement_-_budget_vs_actual,"The Income Statement Budget v. Actual, is a financial statement that shows a company's revenue and expenses over a specified period of time. This report will provide a comparison of actual revenues and expenses to what's been budgeted for the period, and provide a variance.",show_occupancy_percentages,FALSE,,FALSE,NA,NA,
income_statement_-_budget_vs_actual,"The Income Statement Budget v. Actual, is a financial statement that shows a company's revenue and expenses over a specified period of time. This report will provide a comparison of actual revenues and expenses to what's been budgeted for the period, and provide a variance.",departments,FALSE,,TRUE,NA,NA,
income_statement_-_budget_vs_actual,"The Income Statement Budget v. Actual, is a financial statement that shows a company's revenue and expenses over a specified period of time. This report will provide a comparison of actual revenues and expenses to what's been budgeted for the period, and provide a variance.",custom_tags,FALSE,,TRUE,NA,NA,
income_statement_-_budget_vs_actual,"The Income Statement Budget v. Actual, is a financial statement that shows a company's revenue and expenses over a specified period of time. This report will provide a comparison of actual revenues and expenses to what's been budgeted for the period, and provide a variance.",expand_by_custom_tags,FALSE,,FALSE,NA,NA,
resident_birthdays,This report allows you to pull a list of all residents within your properties that have birthdays within a specified period. The report also provides basic details for each resident making it easier to send various related forms of communication to them.,property_group_ids,TRUE,,TRUE,NA,NA,
resident_birthdays,This report allows you to pull a list of all residents within your properties that have birthdays within a specified period. The report also provides basic details for each resident making it easier to send various related forms of communication to them.,period_type,FALSE,,TRUE,TRUE,NA,
resident_birthdays,This report allows you to pull a list of all residents within your properties that have birthdays within a specified period. The report also provides basic details for each resident making it easier to send various related forms of communication to them.,occupant_status,TRUE,,TRUE,NA,NA,
resident_birthdays,This report allows you to pull a list of all residents within your properties that have birthdays within a specified period. The report also provides basic details for each resident making it easier to send various related forms of communication to them.,consolidate_by,FALSE,,FALSE,NA,NA,
lead_conversion,"The Lead Conversion report will help you to understand how well you are moving leads through the leasing process and converting them into leases. Key metrics that are used include: new leads, started applications, completed applications, dead leads, signed leases, and move-ins. Duplicate Leads, leads that are cancelled with a merged or cloned reason, will not be included on the report. There are no product required for this report. Report excludes Other Income profiles.",property_group_ids,TRUE,,TRUE,NA,NA,
lead_conversion,"The Lead Conversion report will help you to understand how well you are moving leads through the leasing process and converting them into leases. Key metrics that are used include: new leads, started applications, completed applications, dead leads, signed leases, and move-ins. Duplicate Leads, leads that are cancelled with a merged or cloned reason, will not be included on the report. There are no product required for this report. Report excludes Other Income profiles.",period_type,FALSE,,TRUE,FALSE,NA,
lead_conversion,"The Lead Conversion report will help you to understand how well you are moving leads through the leasing process and converting them into leases. Key metrics that are used include: new leads, started applications, completed applications, dead leads, signed leases, and move-ins. Duplicate Leads, leads that are cancelled with a merged or cloned reason, will not be included on the report. There are no product required for this report. Report excludes Other Income profiles.",summarize_by,FALSE,,FALSE,NA,NA,
lead_conversion,"The Lead Conversion report will help you to understand how well you are moving leads through the leasing process and converting them into leases. Key metrics that are used include: new leads, started applications, completed applications, dead leads, signed leases, and move-ins. Duplicate Leads, leads that are cancelled with a merged or cloned reason, will not be included on the report. There are no product required for this report. Report excludes Other Income profiles.",rows_with_no_data,FALSE,,FALSE,NA,NA,
lead_conversion,"The Lead Conversion report will help you to understand how well you are moving leads through the leasing process and converting them into leases. Key metrics that are used include: new leads, started applications, completed applications, dead leads, signed leases, and move-ins. Duplicate Leads, leads that are cancelled with a merged or cloned reason, will not be included on the report. There are no product required for this report. Report excludes Other Income profiles.",results_based_on,FALSE,,FALSE,NA,NA,
lead_conversion,"The Lead Conversion report will help you to understand how well you are moving leads through the leasing process and converting them into leases. Key metrics that are used include: new leads, started applications, completed applications, dead leads, signed leases, and move-ins. Duplicate Leads, leads that are cancelled with a merged or cloned reason, will not be included on the report. There are no product required for this report. Report excludes Other Income profiles.",combine_child_sources,FALSE,,FALSE,NA,NA,
lead_conversion,"The Lead Conversion report will help you to understand how well you are moving leads through the leasing process and converting them into leases. Key metrics that are used include: new leads, started applications, completed applications, dead leads, signed leases, and move-ins. Duplicate Leads, leads that are cancelled with a merged or cloned reason, will not be included on the report. There are no product required for this report. Report excludes Other Income profiles.",activity_types,FALSE,,TRUE,NA,NA,
lead_conversion,"The Lead Conversion report will help you to understand how well you are moving leads through the leasing process and converting them into leases. Key metrics that are used include: new leads, started applications, completed applications, dead leads, signed leases, and move-ins. Duplicate Leads, leads that are cancelled with a merged or cloned reason, will not be included on the report. There are no product required for this report. Report excludes Other Income profiles.",leasing_agent_ids,FALSE,,TRUE,NA,1,
lead_conversion,"The Lead Conversion report will help you to understand how well you are moving leads through the leasing process and converting them into leases. Key metrics that are used include: new leads, started applications, completed applications, dead leads, signed leases, and move-ins. Duplicate Leads, leads that are cancelled with a merged or cloned reason, will not be included on the report. There are no product required for this report. Report excludes Other Income profiles.",lead_source_ids,FALSE,,TRUE,NA,1,
lead_conversion,"The Lead Conversion report will help you to understand how well you are moving leads through the leasing process and converting them into leases. Key metrics that are used include: new leads, started applications, completed applications, dead leads, signed leases, and move-ins. Duplicate Leads, leads that are cancelled with a merged or cloned reason, will not be included on the report. There are no product required for this report. Report excludes Other Income profiles.",group_by,FALSE,,FALSE,NA,NA,
lead_conversion,"The Lead Conversion report will help you to understand how well you are moving leads through the leasing process and converting them into leases. Key metrics that are used include: new leads, started applications, completed applications, dead leads, signed leases, and move-ins. Duplicate Leads, leads that are cancelled with a merged or cloned reason, will not be included on the report. There are no product required for this report. Report excludes Other Income profiles.",lease_occupancy_types,FALSE,,TRUE,NA,NA,
lead_conversion,"The Lead Conversion report will help you to understand how well you are moving leads through the leasing process and converting them into leases. Key metrics that are used include: new leads, started applications, completed applications, dead leads, signed leases, and move-ins. Duplicate Leads, leads that are cancelled with a merged or cloned reason, will not be included on the report. There are no product required for this report. Report excludes Other Income profiles.",lease_terms_academic_year,FALSE,,TRUE,NA,1,
lead_conversion,"The Lead Conversion report will help you to understand how well you are moving leads through the leasing process and converting them into leases. Key metrics that are used include: new leads, started applications, completed applications, dead leads, signed leases, and move-ins. Duplicate Leads, leads that are cancelled with a merged or cloned reason, will not be included on the report. There are no product required for this report. Report excludes Other Income profiles.",consolidate_by,FALSE,,FALSE,NA,NA,
lead_conversion,"The Lead Conversion report will help you to understand how well you are moving leads through the leasing process and converting them into leases. Key metrics that are used include: new leads, started applications, completed applications, dead leads, signed leases, and move-ins. Duplicate Leads, leads that are cancelled with a merged or cloned reason, will not be included on the report. There are no product required for this report. Report excludes Other Income profiles.",arrange_by_property,FALSE,,FALSE,NA,NA,
lead_conversion,"The Lead Conversion report will help you to understand how well you are moving leads through the leasing process and converting them into leases. Key metrics that are used include: new leads, started applications, completed applications, dead leads, signed leases, and move-ins. Duplicate Leads, leads that are cancelled with a merged or cloned reason, will not be included on the report. There are no product required for this report. Report excludes Other Income profiles.",subtotals,FALSE,,FALSE,NA,NA,
online_applications,The Application Progress Summary Report will track how well leads are progressing through the application process and will help you to identify whether the progress is made in-office or online. The report bases its metrics on the number of started applications. This means that Started Applications will equal Abandoned Applications plus Lost Applications plus Completed Applications.No product requirements are necessary to use this report.,property_group_ids,TRUE,,TRUE,NA,NA,
online_applications,The Application Progress Summary Report will track how well leads are progressing through the application process and will help you to identify whether the progress is made in-office or online. The report bases its metrics on the number of started applications. This means that Started Applications will equal Abandoned Applications plus Lost Applications plus Completed Applications.No product requirements are necessary to use this report.,period_type,FALSE,,TRUE,TRUE,NA,
online_applications,The Application Progress Summary Report will track how well leads are progressing through the application process and will help you to identify whether the progress is made in-office or online. The report bases its metrics on the number of started applications. This means that Started Applications will equal Abandoned Applications plus Lost Applications plus Completed Applications.No product requirements are necessary to use this report.,summarize_by,FALSE,,FALSE,NA,NA,
pre_lease,This is primarily created to assist Student properties in their pre leasing process.,property_group_ids,TRUE,,TRUE,NA,NA,
pre_lease,This is primarily created to assist Student properties in their pre leasing process.,period_type,FALSE,,TRUE,TRUE,NA,
pre_lease,This is primarily created to assist Student properties in their pre leasing process.,lease_occupancy_types,FALSE,,TRUE,NA,NA,
pre_lease,This is primarily created to assist Student properties in their pre leasing process.,summarize_by,FALSE,,FALSE,NA,NA,
pre_lease,This is primarily created to assist Student properties in their pre leasing process.,group_by,FALSE,,FALSE,NA,NA,
pre_lease,This is primarily created to assist Student properties in their pre leasing process.,consider_pre_leased_on,FALSE,,FALSE,NA,NA,
pre_lease,This is primarily created to assist Student properties in their pre leasing process.,leases_included,TRUE,,TRUE,NA,NA,
pre_lease,This is primarily created to assist Student properties in their pre leasing process.,ledger_charge_code,FALSE,,TRUE,NA,NA,
pre_lease,This is primarily created to assist Student properties in their pre leasing process.,charge_code_detail,FALSE,,FALSE,NA,NA,
pre_lease,This is primarily created to assist Student properties in their pre leasing process.,space_options,FALSE,,FALSE,NA,NA,
pre_lease,This is primarily created to assist Student properties in their pre leasing process.,additional_units_shown,FALSE,,TRUE,NA,NA,
pre_lease,This is primarily created to assist Student properties in their pre leasing process.,combine_unit_spaces_with_same_lease,FALSE,,FALSE,NA,NA,
pre_lease,This is primarily created to assist Student properties in their pre leasing process.,consolidate_by,FALSE,,FALSE,NA,NA,
pre_lease,This is primarily created to assist Student properties in their pre leasing process.,arrange_by_property,FALSE,,FALSE,NA,NA,
pre_lease,This is primarily created to assist Student properties in their pre leasing process.,subtotals,FALSE,,TRUE,NA,NA,
pre_lease,This is primarily created to assist Student properties in their pre leasing process.,yoy,FALSE,,FALSE,NA,NA,
box_score,"The Box Score provides key property performance data points pertaining to unit availability, lease activity, lead traffic, and make readies. Please note that when tying the report numbers out to other reports the Lead Activity and Lead Conversion datasets are based on activity performed in the period. The report excludes Other Income profiles.",property_group_ids,TRUE,,TRUE,NA,NA,
box_score,"The Box Score provides key property performance data points pertaining to unit availability, lease activity, lead traffic, and make readies. Please note that when tying the report numbers out to other reports the Lead Activity and Lead Conversion datasets are based on activity performed in the period. The report excludes Other Income profiles.",period_type,FALSE,,TRUE,TRUE,NA,
box_score,"The Box Score provides key property performance data points pertaining to unit availability, lease activity, lead traffic, and make readies. Please note that when tying the report numbers out to other reports the Lead Activity and Lead Conversion datasets are based on activity performed in the period. The report excludes Other Income profiles.",summarize_by,FALSE,,FALSE,NA,NA,
box_score,"The Box Score provides key property performance data points pertaining to unit availability, lease activity, lead traffic, and make readies. Please note that when tying the report numbers out to other reports the Lead Activity and Lead Conversion datasets are based on activity performed in the period. The report excludes Other Income profiles.",consolidate_by,FALSE,,FALSE,NA,NA,
lease_activity,"This report will provide you with a list of households based on specific key lease activity metrics such as move-ins, move-outs, renewals, etc. This allows you to identify those households who have fallen into any of these key buckets, allowing you to more effectively track those households or confirm the action taken for each household. Currently, all clients (core and integrated) can use this report.",property_group_ids,TRUE,,TRUE,NA,NA,
lease_activity,"This report will provide you with a list of households based on specific key lease activity metrics such as move-ins, move-outs, renewals, etc. This allows you to identify those households who have fallen into any of these key buckets, allowing you to more effectively track those households or confirm the action taken for each household. Currently, all clients (core and integrated) can use this report.",period_type,FALSE,,TRUE,TRUE,NA,
lease_activity,"This report will provide you with a list of households based on specific key lease activity metrics such as move-ins, move-outs, renewals, etc. This allows you to identify those households who have fallen into any of these key buckets, allowing you to more effectively track those households or confirm the action taken for each household. Currently, all clients (core and integrated) can use this report.",charge_codes,FALSE,,TRUE,NA,NA,
lease_activity,"This report will provide you with a list of households based on specific key lease activity metrics such as move-ins, move-outs, renewals, etc. This allows you to identify those households who have fallen into any of these key buckets, allowing you to more effectively track those households or confirm the action taken for each household. Currently, all clients (core and integrated) can use this report.",charge_code_details,FALSE,,FALSE,NA,NA,
lease_activity,"This report will provide you with a list of households based on specific key lease activity metrics such as move-ins, move-outs, renewals, etc. This allows you to identify those households who have fallen into any of these key buckets, allowing you to more effectively track those households or confirm the action taken for each household. Currently, all clients (core and integrated) can use this report.",count_transfer_as_move_ins,FALSE,,FALSE,NA,NA,
lease_activity,"This report will provide you with a list of households based on specific key lease activity metrics such as move-ins, move-outs, renewals, etc. This allows you to identify those households who have fallen into any of these key buckets, allowing you to more effectively track those households or confirm the action taken for each household. Currently, all clients (core and integrated) can use this report.",lease_occupancy_type_ids,FALSE,,TRUE,NA,NA,
lease_activity,"This report will provide you with a list of households based on specific key lease activity metrics such as move-ins, move-outs, renewals, etc. This allows you to identify those households who have fallen into any of these key buckets, allowing you to more effectively track those households or confirm the action taken for each household. Currently, all clients (core and integrated) can use this report.",lease_terms,FALSE,,TRUE,NA,1,
lease_activity,"This report will provide you with a list of households based on specific key lease activity metrics such as move-ins, move-outs, renewals, etc. This allows you to identify those households who have fallen into any of these key buckets, allowing you to more effectively track those households or confirm the action taken for each household. Currently, all clients (core and integrated) can use this report.",lease_terms,FALSE,,TRUE,NA,1,
monthly_reconciliation_new,The Monthly Reconciliation report summarizes activity for the selected period and reconciles the summarized activity to actual cash receipts.,property_group_ids,TRUE,,TRUE,NA,NA,
monthly_reconciliation_new,The Monthly Reconciliation report summarizes activity for the selected period and reconciles the summarized activity to actual cash receipts.,period_type,TRUE,,TRUE,FALSE,NA,
monthly_reconciliation_new,The Monthly Reconciliation report summarizes activity for the selected period and reconciles the summarized activity to actual cash receipts.,consolidate_by,FALSE,,FALSE,NA,NA,
insurance_policy_details,"The Insurance Policy Details report provides you with details on the insurance policies that the residents within your properties carry. Currently, there are no required permissions to use this report.
This report will show Active policies. The exception being if the profile displayed has no active policy, then the most recent expired policy will be shown.
Policies that will be active in the future will also be shown.",property_group_ids,TRUE,,TRUE,NA,NA,
insurance_policy_details,"The Insurance Policy Details report provides you with details on the insurance policies that the residents within your properties carry. Currently, there are no required permissions to use this report.
This report will show Active policies. The exception being if the profile displayed has no active policy, then the most recent expired policy will be shown.
Policies that will be active in the future will also be shown.",policy_holders,FALSE,,FALSE,NA,NA,
insurance_policy_details,"The Insurance Policy Details report provides you with details on the insurance policies that the residents within your properties carry. Currently, there are no required permissions to use this report.
This report will show Active policies. The exception being if the profile displayed has no active policy, then the most recent expired policy will be shown.
Policies that will be active in the future will also be shown.",future_leases,FALSE,,FALSE,NA,NA,
insurance_policy_details,"The Insurance Policy Details report provides you with details on the insurance policies that the residents within your properties carry. Currently, there are no required permissions to use this report.
This report will show Active policies. The exception being if the profile displayed has no active policy, then the most recent expired policy will be shown.
Policies that will be active in the future will also be shown.",lease_statuses,TRUE,,TRUE,NA,NA,
insurance_policy_details,"The Insurance Policy Details report provides you with details on the insurance policies that the residents within your properties carry. Currently, there are no required permissions to use this report.
This report will show Active policies. The exception being if the profile displayed has no active policy, then the most recent expired policy will be shown.
Policies that will be active in the future will also be shown.",consolidate_by,FALSE,,FALSE,NA,NA,
insurance_policy_details,"The Insurance Policy Details report provides you with details on the insurance policies that the residents within your properties carry. Currently, there are no required permissions to use this report.
This report will show Active policies. The exception being if the profile displayed has no active policy, then the most recent expired policy will be shown.
Policies that will be active in the future will also be shown.",display_unit_address,FALSE,,FALSE,NA,NA,
insurance_policy_details,"The Insurance Policy Details report provides you with details on the insurance policies that the residents within your properties carry. Currently, there are no required permissions to use this report.
This report will show Active policies. The exception being if the profile displayed has no active policy, then the most recent expired policy will be shown.
Policies that will be active in the future will also be shown.",display,FALSE,,FALSE,NA,NA,
traffic_and_events,"The Traffic and Events Report will show the type and amount of traffic for a property, lead source, or leasing agent.",property_group_ids,TRUE,,TRUE,NA,NA,
traffic_and_events,"The Traffic and Events Report will show the type and amount of traffic for a property, lead source, or leasing agent.",period_type,FALSE,,TRUE,TRUE,NA,
traffic_and_events,"The Traffic and Events Report will show the type and amount of traffic for a property, lead source, or leasing agent.",results_based_on,FALSE,,FALSE,NA,NA,
traffic_and_events,"The Traffic and Events Report will show the type and amount of traffic for a property, lead source, or leasing agent.",lead_status,FALSE,,TRUE,NA,NA,
traffic_and_events,"The Traffic and Events Report will show the type and amount of traffic for a property, lead source, or leasing agent.",view_by,FALSE,,FALSE,NA,NA,
traffic_and_events,"The Traffic and Events Report will show the type and amount of traffic for a property, lead source, or leasing agent.",events,FALSE,,FALSE,NA,NA,
traffic_and_events,"The Traffic and Events Report will show the type and amount of traffic for a property, lead source, or leasing agent.",group_by_lead,FALSE,,FALSE,NA,NA,
traffic_and_events,"The Traffic and Events Report will show the type and amount of traffic for a property, lead source, or leasing agent.",leasing_agent_ids,FALSE,,TRUE,NA,1,
traffic_and_events,"The Traffic and Events Report will show the type and amount of traffic for a property, lead source, or leasing agent.",lead_source_ids,FALSE,,TRUE,NA,1,
traffic_and_events,"The Traffic and Events Report will show the type and amount of traffic for a property, lead source, or leasing agent.",event_types,FALSE,,TRUE,NA,NA,
traffic_and_events,"The Traffic and Events Report will show the type and amount of traffic for a property, lead source, or leasing agent.",rows_with_no_data,FALSE,,FALSE,NA,NA,
traffic_and_events,"The Traffic and Events Report will show the type and amount of traffic for a property, lead source, or leasing agent.",consolidate_by,FALSE,,FALSE,NA,NA,
traffic_and_events,"The Traffic and Events Report will show the type and amount of traffic for a property, lead source, or leasing agent.",arrange_by_property,FALSE,,FALSE,NA,NA,
traffic_and_events,"The Traffic and Events Report will show the type and amount of traffic for a property, lead source, or leasing agent.",subtotals,FALSE,,FALSE,NA,NA,
inspection_manager_details,The Inspection Manager Details report will provide details for each inspection through the Inspection Manager product.,property_group_ids,TRUE,,TRUE,NA,NA,
inspection_manager_details,The Inspection Manager Details report will provide details for each inspection through the Inspection Manager product.,period_type,FALSE,,TRUE,TRUE,NA,
inspection_manager_details,The Inspection Manager Details report will provide details for each inspection through the Inspection Manager product.,location,FALSE,,TRUE,NA,NA,
inspection_manager_details,The Inspection Manager Details report will provide details for each inspection through the Inspection Manager product.,inspection_type,FALSE,,FALSE,NA,NA,
inspection_manager_details,The Inspection Manager Details report will provide details for each inspection through the Inspection Manager product.,inspected_by,FALSE,,TRUE,NA,1,
inspection_manager_details,The Inspection Manager Details report will provide details for each inspection through the Inspection Manager product.,inspected_by,FALSE,,TRUE,NA,1,
inspection_manager_details,The Inspection Manager Details report will provide details for each inspection through the Inspection Manager product.,template_name,FALSE,,TRUE,NA,NA,
inspection_manager_details,The Inspection Manager Details report will provide details for each inspection through the Inspection Manager product.,problems,FALSE,,TRUE,NA,NA,
inspection_manager_details,The Inspection Manager Details report will provide details for each inspection through the Inspection Manager product.,action_taken,FALSE,,TRUE,NA,NA,
inspection_manager_details,The Inspection Manager Details report will provide details for each inspection through the Inspection Manager product.,inspection_items,FALSE,,FALSE,NA,NA,
inspection_manager_details,The Inspection Manager Details report will provide details for each inspection through the Inspection Manager product.,group_by,FALSE,,FALSE,NA,1,
inspection_manager_details,The Inspection Manager Details report will provide details for each inspection through the Inspection Manager product.,statuses,FALSE,,TRUE,NA,NA,
inspection_manager_details,The Inspection Manager Details report will provide details for each inspection through the Inspection Manager product.,show_inspections,FALSE,,FALSE,NA,NA,
resident_deposit_refunds,The Resident Deposit Refunds report will display all past residents whose deposit was refunded during a set period of time.  This allows you to validate and reconcile all deposit refunds that have occurred.,property_group_ids,TRUE,,TRUE,NA,NA,
resident_deposit_refunds,The Resident Deposit Refunds report will display all past residents whose deposit was refunded during a set period of time.  This allows you to validate and reconcile all deposit refunds that have occurred.,period_type,FALSE,,TRUE,TRUE,NA,
resident_deposit_refunds,The Resident Deposit Refunds report will display all past residents whose deposit was refunded during a set period of time.  This allows you to validate and reconcile all deposit refunds that have occurred.,invoice_status,FALSE,,FALSE,NA,NA,
resident_deposit_refunds,The Resident Deposit Refunds report will display all past residents whose deposit was refunded during a set period of time.  This allows you to validate and reconcile all deposit refunds that have occurred.,reversed_invoices,FALSE,,FALSE,NA,NA,
resident_deposit_refunds,The Resident Deposit Refunds report will display all past residents whose deposit was refunded during a set period of time.  This allows you to validate and reconcile all deposit refunds that have occurred.,group_by,FALSE,,FALSE,NA,NA,
resident_deposit_refunds,The Resident Deposit Refunds report will display all past residents whose deposit was refunded during a set period of time.  This allows you to validate and reconcile all deposit refunds that have occurred.,consolidate_by,FALSE,,FALSE,NA,NA,
resident_deposit_refunds,The Resident Deposit Refunds report will display all past residents whose deposit was refunded during a set period of time.  This allows you to validate and reconcile all deposit refunds that have occurred.,primary_resident_only,FALSE,,FALSE,NA,NA,
specials,"This report provides a detailed view of Property, Unit Type, Floor Plan, and Unit Space specials that have been created within the properties selected. This report also allows you to view which residents and/or prospects that are associated to each special listed. This report will include all types of charges that are associated to any type of special (recurring or one-time).",property_group_ids,TRUE,,TRUE,NA,NA,
