property_id,parent_property_id,property_name,property_type,property_website,is_disabled,is_featured,year_built,address_full,address_street,address_city,address_state,address_zip,address_country,email,email_mailto,phone,phone_tel,latitude,longitude,coordinates,image_url,icon_url,leasing_portfolio,gmh_portfolio,marker_color,short_description,long_description
952515,,SOVA,Student,https://sovaksu.com/,FALSE,FALSE,2018,"3021 Hidden Forest  Ct, Marietta, GA 30066, US",3021 Hidden Forest  Ct,Marietta,GA,30066,US,info@sovaksu.com,mailto:info@sovaksu.com,,,34.024987,-84.5649264,"34.024987,-84.56492639999999",,,Student Housing Portfolio,CBRE,,,
577897,,Station Nine,Apartment,https://www.stationnine.com/,FALSE,FALSE,2004,"2211 Hillsborough Rd, Durham, NC 27705, US",2211 Hillsborough Rd,Durham,NC,27705,US,leasing@stationnine.com,mailto:leasing@stationnine.com,,,36.0096504,-78.9256419,"36.0096504,-78.9256419",,,Conventional Portfolio,,,"Modern, Loft-Style Luxury Apartments in Durham, NC","Welcome to Station Nine, a premier apartment community, located in the heart of Ninth Street District, offering a true urban-living feel through our luxury apartments in Durham, NC! Our 1- and 2-bedroom apartments feature both open-concept and loft floor plans, giving you even bigger opportunities to make the place your own. Spacious interiors and modern design touches blend together with world-class amenities, including warm hardwood flooring, vaulted ceilings, large windows for lots of natural lighting, premium materials and finishes like granite counter tops, stainless steel appliances, an in-home washer and dryer, and private patio or balcony spaces so you can enjoy your natural surroundings at your leisure. As a resident, you'll also be able to relax by the resort-style pool, stay healthy in the fitness center, relax in the courtyards with friends, or grab a boost of energy from the coffee bar. Regardless of your lifestyle or living situation, Station Nine offers pet-friendly apartments with enough space and personality to keep you satisfied. We feel confident that you'll find your new home at Station Nine!"
518041,,The Academy at Frisco,Student,http://www.theacademyatfrisco.com,FALSE,FALSE,2012,"413 N West Ave, Fayetteville, AR 72701, US",413 N West Ave,Fayetteville,AR,72701,US,info@theacademyatfrisco.com,mailto:info@theacademyatfrisco.com,,,36.0688743,-94.1655735,"36.0688743,-94.1655735",,,Student Housing Portfolio,Principal,,,
518042,,The Academy on Charles,Student,http://www.theacademyoncharles.com,FALSE,FALSE,2012,"3700 N Charles St, Baltimore, MD 21218, US",3700 N Charles St,Baltimore,MD,21218,US,info@theacademyoncharles.com,mailto:info@theacademyoncharles.com,,,39.3340036,-76.6189778,"39.3340036,-76.6189778",,,Student Housing Portfolio,Principal,,,
1197886,,The Caswell at Runnymeade,Apartment,https://www.thecaswellresidences.com/,FALSE,FALSE,2023,"1000 Bluebird View, Newtown Square, PA 19073, US",1000 Bluebird View,Newtown Square,PA,19073,US,info@thecaswellresidences.com,mailto:info@thecaswellresidences.com,,,39.9676736,-75.4357696,"39.9676736,-75.4357696",,,Conventional Portfolio,,,,
833617,,The Dean Campustown,Student,https://www.thedean.com/campustown/,FALSE,FALSE,2020,"708 South 6th Street, Champaign, IL 61820, US",708 South 6th Street,Champaign,IL,61820,US,info@thedeancampustown.com,mailto:info@thedeancampustown.com,,,40.1095997,-88.2301132,"40.1095997,-88.23011319999999",,,Student Housing Portfolio,AGC,,"The Dean offers unique student apartments near UIUC you can't find anywhere else. Here, convenience and luxury culminate in the best housing amenities, including upscale apartment features. Contact us today to find out details on our 16th a","Take your college living experience to the next level with The Dean in Champaign. Conveniently located in the center of Campustown and adjacent to the heart of campus and Greek life, our student apartments near the University of Illinois at Urbana-Champaign are comprised of everything students need and want &mdash; including spacious apartments with modern finishes and a range of luxury amenities."
1197887,,The Dean Reno,Student,http://thedeanreno.prospectportal.com,FALSE,FALSE,2023,"1475 N. Virginia Street, Reno, NV 89503, US",1475 N. Virginia Street,Reno,NV,89503,US,info@thedeanreno.com,mailto:info@thedeanreno.com,,,39.5436031,-119.8186266,"39.5436031,-119.8186266",,,Student Housing Portfolio,CRG,,,
518046,,The Rise at Northgate,Student,http://www.riseatnorthgate.com,FALSE,FALSE,2013,"717 University Dr, College Station, TX 77840, US",717 University Dr,College Station,TX,77840,US,info@riseatnorthgate.com,mailto:info@riseatnorthgate.com,,,30.6214275,-96.3429013,"30.6214275,-96.3429013",,,Student Housing Portfolio,Principal,,,
1143679,,Torre,Student,http://www.torreatx.com/,FALSE,FALSE,1969,"2020 Nueces St, Austin, TX 78705, US",2020 Nueces St,Austin,TX,78705,US,info@torreatx.com,mailto:info@torreatx.com,,,30.2838017,-97.744274,"30.2838017,-97.74427399999999",,,Student Housing Portfolio,CBRE,,,
1311849,,Venue at North Campus,Student,https://www.venueatnorthcampus.com/,FALSE,FALSE,2012,"13702 North 42nd St, Tampa, FL 33613, US",13702 North 42nd St,Tampa,FL,33613,US,info@venueatnorthcampus.com,mailto:info@venueatnorthcampus.com,,,28.071179,-82.4143677,"28.071179,-82.4143677",,,Student Housing Portfolio,GMH,,"The Venue at North Campus is redefining student living with our variety of modern apartments for University of South Florida students! 
We offer studio, 2, 4, and 5 bedroom apartments and a wide range of features and amenities.","We admit it &mdash; we're extra. At Venue at North Campus, we take student living to a new level. Located in the heart of Tampa, Florida, VNC offers off-campus student housing that provides you with extra college experiences. From stylish studios to modern townhomes, we have extra apartment options available to choose from. All apartments come fully-furnished and are ready for you to make yourself home."
